"thread_id","checkpoint_ns","checkpoint_id","parent_checkpoint_id","type","checkpoint","metadata","created_at"
"90cc5538-ff54-45dc-a86d-608447588a27","","1f052d31-a58d-66bd-bfff-74bfc3be7804",NULL,NULL,"{""v"": 3, ""id"": ""1f052d31-a58d-66bd-bfff-74bfc3be7804"", ""ts"": ""2025-06-26T21:18:28.209213+00:00"", ""pending_sends"": [], ""versions_seen"": {""__input__"": {}}, ""channel_versions"": {""__start__"": ""00000000000000000000000000000001.0.6651509177217729""}}","{""step"": -1, ""debug"": false, ""source"": ""input"", ""writes"": {""__start__"": {""id"": [""haive"", ""core"", ""schema"", ""schema_composer"", ""player_symbol""], ""lc"": 2, ""type"": ""constructor"", ""kwargs"": {""messages"": [], ""legal_moves"": null, ""board_string"": null, ""player_symbol"": null, ""current_player"": null, ""opponent_symbol"": null, ""player_analysis"": null}, ""method"": [null, ""model_construct""]}}, ""parents"": {}, ""thread_id"": ""90cc5538-ff54-45dc-a86d-608447588a27"", ""stream_mode"": ""values"", ""checkpoint_mode"": ""sync"", ""recursion_limit"": 10000}","2025-06-26 17:18:28.19719"
"90cc5538-ff54-45dc-a86d-608447588a27","","1f052d31-a593-6b12-8000-d89c3f3f4391","1f052d31-a58d-66bd-bfff-74bfc3be7804",NULL,"{""v"": 3, ""id"": ""1f052d31-a593-6b12-8000-d89c3f3f4391"", ""ts"": ""2025-06-26T21:18:28.211781+00:00"", ""pending_sends"": [], ""versions_seen"": {""__input__"": {}, ""__start__"": {""__start__"": ""00000000000000000000000000000001.0.6651509177217729""}}, ""channel_versions"": {""__start__"": ""00000000000000000000000000000002.0.7992916436856836"", ""branch:to:initialize"": ""00000000000000000000000000000002.0.13785105379015183""}}","{""step"": 0, ""debug"": false, ""source"": ""loop"", ""writes"": null, ""parents"": {}, ""thread_id"": ""90cc5538-ff54-45dc-a86d-608447588a27"", ""stream_mode"": ""values"", ""checkpoint_mode"": ""sync"", ""recursion_limit"": 10000}","2025-06-26 17:18:28.19719"
"90cc5538-ff54-45dc-a86d-608447588a27","","1f052d31-a59b-66a5-8001-b0b1332fcc02","1f052d31-a593-6b12-8000-d89c3f3f4391",NULL,"{""v"": 3, ""id"": ""1f052d31-a59b-66a5-8001-b0b1332fcc02"", ""ts"": ""2025-06-26T21:18:28.214941+00:00"", ""pending_sends"": [], ""versions_seen"": {""__input__"": {}, ""__start__"": {""__start__"": ""00000000000000000000000000000001.0.6651509177217729""}, ""initialize"": {""branch:to:initialize"": ""00000000000000000000000000000002.0.13785105379015183""}}, ""channel_versions"": {""turn"": ""00000000000000000000000000000003.0.41415622935748364"", ""board"": ""00000000000000000000000000000003.0.15669986183846574"", ""winner"": ""00000000000000000000000000000003.0.286966167564799"", ""player_O"": ""00000000000000000000000000000003.0.6915873785489463"", ""player_X"": ""00000000000000000000000000000003.0.47474835580874575"", ""__start__"": ""00000000000000000000000000000002.0.7992916436856836"", ""game_status"": ""00000000000000000000000000000003.0.9712761894799343"", ""error_message"": ""00000000000000000000000000000003.0.7671378286917435"", ""branch:to:make_move"": ""00000000000000000000000000000003.0.2121165818975227"", ""branch:to:initialize"": ""00000000000000000000000000000003.0.7551309488050955""}}","{""step"": 1, ""debug"": false, ""source"": ""loop"", ""writes"": {""initialize"": {""turn"": ""X"", ""board"": [[null, null, null], [null, null, null], [null, null, null]], ""winner"": null, ""player_O"": ""player2"", ""player_X"": ""player1"", ""game_status"": ""ongoing"", ""error_message"": null}}, ""parents"": {}, ""thread_id"": ""90cc5538-ff54-45dc-a86d-608447588a27"", ""stream_mode"": ""values"", ""checkpoint_mode"": ""sync"", ""recursion_limit"": 10000}","2025-06-26 17:18:28.19719"
"90cc5538-ff54-45dc-a86d-608447588a27","","1f052d31-ae50-6206-8002-e847883159a7","1f052d31-a59b-66a5-8001-b0b1332fcc02",NULL,"{""v"": 3, ""id"": ""1f052d31-ae50-6206-8002-e847883159a7"", ""ts"": ""2025-06-26T21:18:29.127809+00:00"", ""pending_sends"": [], ""versions_seen"": {""__input__"": {}, ""__start__"": {""__start__"": ""00000000000000000000000000000001.0.6651509177217729""}, ""make_move"": {""branch:to:make_move"": ""00000000000000000000000000000003.0.2121165818975227""}, ""initialize"": {""branch:to:initialize"": ""00000000000000000000000000000002.0.13785105379015183""}}, ""channel_versions"": {""turn"": ""00000000000000000000000000000004.0.4778346701672306"", ""board"": ""00000000000000000000000000000004.0.738539797611359"", ""winner"": ""00000000000000000000000000000004.0.6224810338910733"", ""player_O"": ""00000000000000000000000000000003.0.6915873785489463"", ""player_X"": ""00000000000000000000000000000003.0.47474835580874575"", ""__start__"": ""00000000000000000000000000000002.0.7992916436856836"", ""game_status"": ""00000000000000000000000000000004.0.8126762396174254"", ""move_history"": ""00000000000000000000000000000004.0.6395152125167136"", ""error_message"": ""00000000000000000000000000000003.0.7671378286917435"", ""branch:to:analyze"": ""00000000000000000000000000000004.0.3329533008689559"", ""branch:to:make_move"": ""00000000000000000000000000000004.0.11072995117698503"", ""branch:to:initialize"": ""00000000000000000000000000000003.0.7551309488050955""}}","{""step"": 2, ""debug"": false, ""source"": ""loop"", ""writes"": {""make_move"": {""turn"": ""O"", ""board"": [[""X"", null, null], [null, null, null], [null, null, null]], ""winner"": null, ""game_status"": ""ongoing"", ""move_history"": [{""id"": [""haive"", ""games"", ""tic_tac_toe"", ""models"", ""TicTacToeMove""], ""lc"": 2, ""type"": ""constructor"", ""kwargs"": {""col"": 0, ""row"": 0, ""player"": ""X""}, ""method"": [null, ""model_construct""]}]}}, ""parents"": {}, ""thread_id"": ""90cc5538-ff54-45dc-a86d-608447588a27"", ""stream_mode"": ""values"", ""checkpoint_mode"": ""sync"", ""recursion_limit"": 10000}","2025-06-26 17:18:28.19719"
"90cc5538-ff54-45dc-a86d-608447588a27","","1f052d31-c541-668a-8003-efa1f80fb41a","1f052d31-ae50-6206-8002-e847883159a7",NULL,"{""v"": 3, ""id"": ""1f052d31-c541-668a-8003-efa1f80fb41a"", ""ts"": ""2025-06-26T21:18:31.533505+00:00"", ""pending_sends"": [], ""versions_seen"": {""analyze"": {""branch:to:analyze"": ""00000000000000000000000000000004.0.3329533008689559""}, ""__input__"": {}, ""__start__"": {""__start__"": ""00000000000000000000000000000001.0.6651509177217729""}, ""make_move"": {""branch:to:make_move"": ""00000000000000000000000000000004.0.11072995117698503""}, ""initialize"": {""branch:to:initialize"": ""00000000000000000000000000000002.0.13785105379015183""}}, ""channel_versions"": {""turn"": ""00000000000000000000000000000005.0.19057478924632876"", ""board"": ""00000000000000000000000000000005.0.32286950661459257"", ""winner"": ""00000000000000000000000000000005.0.26493059472476477"", ""player_O"": ""00000000000000000000000000000003.0.6915873785489463"", ""player_X"": ""00000000000000000000000000000003.0.47474835580874575"", ""__start__"": ""00000000000000000000000000000002.0.7992916436856836"", ""game_status"": ""00000000000000000000000000000005.0.9000903003963439"", ""move_history"": ""00000000000000000000000000000005.0.10466615116708522"", ""error_message"": ""00000000000000000000000000000003.0.7671378286917435"", ""branch:to:analyze"": ""00000000000000000000000000000005.0.4425737690570496"", ""branch:to:make_move"": ""00000000000000000000000000000005.0.24038652676675998"", ""branch:to:initialize"": ""00000000000000000000000000000003.0.7551309488050955""}}","{""step"": 3, ""debug"": false, ""source"": ""loop"", ""writes"": {""analyze"": null, ""make_move"": {""turn"": ""X"", ""board"": [[""X"", ""O"", null], [null, null, null], [null, null, null]], ""winner"": null, ""game_status"": ""ongoing"", ""move_history"": [{""id"": [""haive"", ""games"", ""tic_tac_toe"", ""models"", ""TicTacToeMove""], ""lc"": 2, ""type"": ""constructor"", ""kwargs"": {""col"": 1, ""row"": 0, ""player"": ""O""}, ""method"": [null, ""model_construct""]}]}}, ""parents"": {}, ""thread_id"": ""90cc5538-ff54-45dc-a86d-608447588a27"", ""stream_mode"": ""values"", ""checkpoint_mode"": ""sync"", ""recursion_limit"": 10000}","2025-06-26 17:18:28.19719"
"90cc5538-ff54-45dc-a86d-608447588a27","","1f052d31-d50b-6921-8004-255ee6191284","1f052d31-c541-668a-8003-efa1f80fb41a",NULL,"{""v"": 3, ""id"": ""1f052d31-d50b-6921-8004-255ee6191284"", ""ts"": ""2025-06-26T21:18:33.189173+00:00"", ""pending_sends"": [], ""versions_seen"": {""analyze"": {""branch:to:analyze"": ""00000000000000000000000000000005.0.4425737690570496""}, ""__input__"": {}, ""__start__"": {""__start__"": ""00000000000000000000000000000001.0.6651509177217729""}, ""make_move"": {""branch:to:make_move"": ""00000000000000000000000000000005.0.24038652676675998""}, ""initialize"": {""branch:to:initialize"": ""00000000000000000000000000000002.0.13785105379015183""}}, ""channel_versions"": {""turn"": ""00000000000000000000000000000006.0.277017367396034"", ""board"": ""00000000000000000000000000000006.0.8375028521929017"", ""winner"": ""00000000000000000000000000000006.0.34363399762145264"", ""player_O"": ""00000000000000000000000000000003.0.6915873785489463"", ""player_X"": ""00000000000000000000000000000003.0.47474835580874575"", ""__start__"": ""00000000000000000000000000000002.0.7992916436856836"", ""game_status"": ""00000000000000000000000000000006.0.1525624524338317"", ""move_history"": ""00000000000000000000000000000006.0.4407008594314583"", ""error_message"": ""00000000000000000000000000000003.0.7671378286917435"", ""branch:to:analyze"": ""00000000000000000000000000000006.0.3582074495269394"", ""branch:to:make_move"": ""00000000000000000000000000000006.0.4661800980677293"", ""branch:to:initialize"": ""00000000000000000000000000000003.0.7551309488050955""}}","{""step"": 4, ""debug"": false, ""source"": ""loop"", ""writes"": {""analyze"": null, ""make_move"": {""turn"": ""O"", ""board"": [[""X"", ""O"", ""X""], [null, null, null], [null, null, null]], ""winner"": null, ""game_status"": ""ongoing"", ""move_history"": [{""id"": [""haive"", ""games"", ""tic_tac_toe"", ""models"", ""TicTacToeMove""], ""lc"": 2, ""type"": ""constructor"", ""kwargs"": {""col"": 2, ""row"": 0, ""player"": ""X""}, ""method"": [null, ""model_construct""]}]}}, ""parents"": {}, ""thread_id"": ""90cc5538-ff54-45dc-a86d-608447588a27"", ""stream_mode"": ""values"", ""checkpoint_mode"": ""sync"", ""recursion_limit"": 10000}","2025-06-26 17:18:28.19719"
"90cc5538-ff54-45dc-a86d-608447588a27","","1f052d31-e550-6d72-8005-186da482df16","1f052d31-d50b-6921-8004-255ee6191284",NULL,"{""v"": 3, ""id"": ""1f052d31-e550-6d72-8005-186da482df16"", ""ts"": ""2025-06-26T21:18:34.895263+00:00"", ""pending_sends"": [], ""versions_seen"": {""analyze"": {""branch:to:analyze"": ""00000000000000000000000000000006.0.3582074495269394""}, ""__input__"": {}, ""__start__"": {""__start__"": ""00000000000000000000000000000001.0.6651509177217729""}, ""make_move"": {""branch:to:make_move"": ""00000000000000000000000000000006.0.4661800980677293""}, ""initialize"": {""branch:to:initialize"": ""00000000000000000000000000000002.0.13785105379015183""}}, ""channel_versions"": {""turn"": ""00000000000000000000000000000007.0.8133006260398578"", ""board"": ""00000000000000000000000000000007.0.8988234534323687"", ""winner"": ""00000000000000000000000000000007.0.6680733375447836"", ""player_O"": ""00000000000000000000000000000003.0.6915873785489463"", ""player_X"": ""00000000000000000000000000000003.0.47474835580874575"", ""__start__"": ""00000000000000000000000000000002.0.7992916436856836"", ""game_status"": ""00000000000000000000000000000007.0.8050231950742377"", ""move_history"": ""00000000000000000000000000000007.0.5822710733481826"", ""error_message"": ""00000000000000000000000000000003.0.7671378286917435"", ""branch:to:analyze"": ""00000000000000000000000000000007.0.7338829935145741"", ""branch:to:make_move"": ""00000000000000000000000000000007.0.5932322359998079"", ""branch:to:initialize"": ""00000000000000000000000000000003.0.7551309488050955""}}","{""step"": 5, ""debug"": false, ""source"": ""loop"", ""writes"": {""analyze"": null, ""make_move"": {""turn"": ""X"", ""board"": [[""X"", ""O"", ""X""], [null, ""O"", null], [null, null, null]], ""winner"": null, ""game_status"": ""ongoing"", ""move_history"": [{""id"": [""haive"", ""games"", ""tic_tac_toe"", ""models"", ""TicTacToeMove""], ""lc"": 2, ""type"": ""constructor"", ""kwargs"": {""col"": 1, ""row"": 1, ""player"": ""O""}, ""method"": [null, ""model_construct""]}]}}, ""parents"": {}, ""thread_id"": ""90cc5538-ff54-45dc-a86d-608447588a27"", ""stream_mode"": ""values"", ""checkpoint_mode"": ""sync"", ""recursion_limit"": 10000}","2025-06-26 17:18:28.19719"
"90cc5538-ff54-45dc-a86d-608447588a27","","1f052d31-f499-6bb4-8006-b0c37303701c","1f052d31-e550-6d72-8005-186da482df16",NULL,"{""v"": 3, ""id"": ""1f052d31-f499-6bb4-8006-b0c37303701c"", ""ts"": ""2025-06-26T21:18:36.497967+00:00"", ""pending_sends"": [], ""versions_seen"": {""analyze"": {""branch:to:analyze"": ""00000000000000000000000000000007.0.7338829935145741""}, ""__input__"": {}, ""__start__"": {""__start__"": ""00000000000000000000000000000001.0.6651509177217729""}, ""make_move"": {""branch:to:make_move"": ""00000000000000000000000000000007.0.5932322359998079""}, ""initialize"": {""branch:to:initialize"": ""00000000000000000000000000000002.0.13785105379015183""}}, ""channel_versions"": {""turn"": ""00000000000000000000000000000008.0.020377902720527863"", ""board"": ""00000000000000000000000000000008.0.5528550864334706"", ""winner"": ""00000000000000000000000000000008.0.1996527122983448"", ""player_O"": ""00000000000000000000000000000003.0.6915873785489463"", ""player_X"": ""00000000000000000000000000000003.0.47474835580874575"", ""__start__"": ""00000000000000000000000000000002.0.7992916436856836"", ""game_status"": ""00000000000000000000000000000008.0.047154623311492894"", ""move_history"": ""00000000000000000000000000000008.0.3623683341729921"", ""error_message"": ""00000000000000000000000000000003.0.7671378286917435"", ""branch:to:analyze"": ""00000000000000000000000000000008.0.08457632091502632"", ""branch:to:make_move"": ""00000000000000000000000000000008.0.7857359760881396"", ""branch:to:initialize"": ""00000000000000000000000000000003.0.7551309488050955""}}","{""step"": 6, ""debug"": false, ""source"": ""loop"", ""writes"": {""analyze"": null, ""make_move"": {""turn"": ""O"", ""board"": [[""X"", ""O"", ""X""], [null, ""O"", null], [""X"", null, null]], ""winner"": null, ""game_status"": ""ongoing"", ""move_history"": [{""id"": [""haive"", ""games"", ""tic_tac_toe"", ""models"", ""TicTacToeMove""], ""lc"": 2, ""type"": ""constructor"", ""kwargs"": {""col"": 0, ""row"": 2, ""player"": ""X""}, ""method"": [null, ""model_construct""]}]}}, ""parents"": {}, ""thread_id"": ""90cc5538-ff54-45dc-a86d-608447588a27"", ""stream_mode"": ""values"", ""checkpoint_mode"": ""sync"", ""recursion_limit"": 10000}","2025-06-26 17:18:28.19719"
"90cc5538-ff54-45dc-a86d-608447588a27","","1f052d32-2614-6255-8007-de1f736a6d68","1f052d31-f499-6bb4-8006-b0c37303701c",NULL,"{""v"": 3, ""id"": ""1f052d32-2614-6255-8007-de1f736a6d68"", ""ts"": ""2025-06-26T21:18:41.686134+00:00"", ""pending_sends"": [], ""versions_seen"": {""analyze"": {""branch:to:analyze"": ""00000000000000000000000000000008.0.08457632091502632""}, ""__input__"": {}, ""__start__"": {""__start__"": ""00000000000000000000000000000001.0.6651509177217729""}, ""make_move"": {""branch:to:make_move"": ""00000000000000000000000000000008.0.7857359760881396""}, ""initialize"": {""branch:to:initialize"": ""00000000000000000000000000000002.0.13785105379015183""}}, ""channel_versions"": {""turn"": ""00000000000000000000000000000009.0.2808627340291745"", ""board"": ""00000000000000000000000000000009.0.952110793505544"", ""winner"": ""00000000000000000000000000000009.0.043732357393688526"", ""player_O"": ""00000000000000000000000000000003.0.6915873785489463"", ""player_X"": ""00000000000000000000000000000003.0.47474835580874575"", ""__start__"": ""00000000000000000000000000000002.0.7992916436856836"", ""game_status"": ""00000000000000000000000000000009.0.780567284689158"", ""move_history"": ""00000000000000000000000000000009.0.46129298375373606"", ""error_message"": ""00000000000000000000000000000003.0.7671378286917435"", ""branch:to:analyze"": ""00000000000000000000000000000009.0.8429213752208201"", ""branch:to:make_move"": ""00000000000000000000000000000009.0.42070924190946946"", ""branch:to:initialize"": ""00000000000000000000000000000003.0.7551309488050955""}}","{""step"": 7, ""debug"": false, ""source"": ""loop"", ""writes"": {""analyze"": null, ""make_move"": {""turn"": ""X"", ""board"": [[""X"", ""O"", ""X""], [null, ""O"", null], [""X"", null, ""O""]], ""winner"": null, ""game_status"": ""ongoing"", ""move_history"": [{""id"": [""haive"", ""games"", ""tic_tac_toe"", ""models"", ""TicTacToeMove""], ""lc"": 2, ""type"": ""constructor"", ""kwargs"": {""col"": 2, ""row"": 2, ""player"": ""O""}, ""method"": [null, ""model_construct""]}]}}, ""parents"": {}, ""thread_id"": ""90cc5538-ff54-45dc-a86d-608447588a27"", ""stream_mode"": ""values"", ""checkpoint_mode"": ""sync"", ""recursion_limit"": 10000}","2025-06-26 17:18:28.19719"
"90cc5538-ff54-45dc-a86d-608447588a27","","1f052d32-3616-68d3-8008-172ccb47beb4","1f052d32-2614-6255-8007-de1f736a6d68",NULL,"{""v"": 3, ""id"": ""1f052d32-3616-68d3-8008-172ccb47beb4"", ""ts"": ""2025-06-26T21:18:43.364856+00:00"", ""pending_sends"": [], ""versions_seen"": {""analyze"": {""branch:to:analyze"": ""00000000000000000000000000000009.0.8429213752208201""}, ""__input__"": {}, ""__start__"": {""__start__"": ""00000000000000000000000000000001.0.6651509177217729""}, ""make_move"": {""branch:to:make_move"": ""00000000000000000000000000000009.0.42070924190946946""}, ""initialize"": {""branch:to:initialize"": ""00000000000000000000000000000002.0.13785105379015183""}}, ""channel_versions"": {""turn"": ""00000000000000000000000000000010.0.9519472840325204"", ""board"": ""00000000000000000000000000000010.0.501673852751905"", ""winner"": ""00000000000000000000000000000010.0.16818955173396433"", ""player_O"": ""00000000000000000000000000000003.0.6915873785489463"", ""player_X"": ""00000000000000000000000000000003.0.47474835580874575"", ""__start__"": ""00000000000000000000000000000002.0.7992916436856836"", ""game_status"": ""00000000000000000000000000000010.0.28019138326490434"", ""move_history"": ""00000000000000000000000000000010.0.4747516080225562"", ""error_message"": ""00000000000000000000000000000003.0.7671378286917435"", ""branch:to:analyze"": ""00000000000000000000000000000010.0.19168077112181747"", ""branch:to:make_move"": ""00000000000000000000000000000010.0.19222488045459862"", ""branch:to:initialize"": ""00000000000000000000000000000003.0.7551309488050955""}}","{""step"": 8, ""debug"": false, ""source"": ""loop"", ""writes"": {""analyze"": null, ""make_move"": {""turn"": ""O"", ""board"": [[""X"", ""O"", ""X""], [""X"", ""O"", null], [""X"", null, ""O""]], ""winner"": ""X"", ""game_status"": ""X_win"", ""move_history"": [{""id"": [""haive"", ""games"", ""tic_tac_toe"", ""models"", ""TicTacToeMove""], ""lc"": 2, ""type"": ""constructor"", ""kwargs"": {""col"": 0, ""row"": 1, ""player"": ""X""}, ""method"": [null, ""model_construct""]}]}}, ""parents"": {}, ""thread_id"": ""90cc5538-ff54-45dc-a86d-608447588a27"", ""stream_mode"": ""values"", ""checkpoint_mode"": ""sync"", ""recursion_limit"": 10000}","2025-06-26 17:18:28.19719"
